geo_id,NAME,children_under5,pct_all_parents_work,pct_remote_work,pct_non_traditional_hours,pct_non_english_home,pct_poverty,data_year
240276011031,Block Group 1; Census Tract 6011.03; Howard County; Maryland,264,0.1371978896680569,0.12726833424469397,0.09465589740809861,0.0,0.5019011406844106,2023
240276011032,Block Group 2; Census Tract 6011.03; Howard County; Maryland,84,0.04365387398529083,0.040494469986948084,0.030117785538940473,0.0,0.1596958174904943,2023
240276011033,Block Group 3; Census Tract 6011.03; Howard County; Maryland,178,0.09250463773073533,0.08580971021043761,0.06382102173727862,0.0,0.33840304182509506,2023
240276011041,Block Group 1; Census Tract 6011.04; Howard County; Maryland,221,0.17023932849895076,0.22460617695217663,0.11099631208116291,0.0,0.8277153558052435,2023
240276011042,Block Group 2; Census Tract 6011.04; Howard County; Maryland,46,0.03543443036629745,0.04675060696742138,0.023103304777074632,0.0,0.17228464419475656,2023
240276011051,Block Group 1; Census Tract 6011.05; Howard County; Maryland,293,0.17562250916626815,0.22899312838337227,0.09698434921336697,0.0,0.7940379403794038,2023
240276011052,Block Group 2; Census Tract 6011.05; Howard County; Maryland,76,0.045553961421967167,0.059397535007291107,0.025156349966607136,0.0,0.20596205962059622,2023
240276011071,Block Group 1; Census Tract 6011.07; Howard County; Maryland,364,0.2210526315789474,0.1416216023272831,0.2511948394663539,0.0,0.9578947368421052,2023
240276011072,Block Group 2; Census Tract 6011.07; Howard County; Maryland,16,0.009716599190283401,0.006225125377023433,0.011041531405114456,0.0,0.042105263157894736,2023
240276011081,Block Group 1; Census Tract 6011.08; Howard County; Maryland,41,0.3333333333333333,0.05834018077239112,0.029714475431606907,0.0,0.3333333333333333,2023
240276011082,Block Group 2; Census Tract 6011.08; Howard County; Maryland,82,0.6666666666666666,0.11668036154478224,0.059428950863213814,0.0,0.6666666666666666,2023
240276012031,Block Group 1; Census Tract 6012.03; Howard County; Maryland,801,0.5419650091776496,0.20083142372232166,0.10582297131298143,0.0,0.8190184049079755,2023
240276012032,Block Group 2; Census Tract 6012.03; Howard County; Maryland,177,0.11976005820779523,0.044378479399314524,0.023384102275153203,0.0,0.18098159509202455,2023
240276012041,Block Group 1; Census Tract 6012.04; Howard County; Maryland,244,0.7052023121387283,0.18735829980187504,0.10753009691859707,0.0,0.7052023121387283,2023
240276012042,Block Group 2; Census Tract 6012.04; Howard County; Maryland,54,0.15606936416184972,0.041464541759431366,0.023797644400017387,0.0,0.15606936416184972,2023
