geo_id,NAME,children_under5,pct_all_parents_work,pct_remote_work,pct_non_traditional_hours,pct_non_english_home,pct_poverty,data_year
240276011031,Block Group 1; Census Tract 6011.03; Howard County; Maryland,276,0.21021569958740274,0.0939084928631967,0.09699545157094501,0.0,0.5609756097560976,2022
240276011032,Block Group 2; Census Tract 6011.03; Howard County; Maryland,92,0.07007189986246758,0.0313028309543989,0.032331817190315,0.0,0.18699186991869918,2022
240276011033,Block Group 3; Census Tract 6011.03; Howard County; Maryland,124,0.0944447345972389,0.042190772155928945,0.043577666647815864,0.0,0.25203252032520324,2022
240276011041,Block Group 1; Census Tract 6011.04; Howard County; Maryland,191,0.07261453811485608,0.1737039282579384,0.08637903420940442,0.0,0.809322033898305,2022
240276011042,Block Group 2; Census Tract 6011.04; Howard County; Maryland,45,0.017108137252191225,0.04092500927543051,0.020351081358236642,0.0,0.1906779661016949,2022
240276011051,Block Group 1; Census Tract 6011.05; Howard County; Maryland,279,0.2552570432762126,0.20937180611776826,0.10747840492249437,0.0,0.8913738019169329,2022
240276011052,Block Group 2; Census Tract 6011.05; Howard County; Maryland,34,0.031106593087423758,0.025514843756287167,0.013097726764748418,0.0,0.10862619808306709,2022
240276011071,Block Group 1; Census Tract 6011.07; Howard County; Maryland,278,0.2517183191340495,0.11776366657344499,0.1992638512204572,0.0,0.7808988764044944,2022
240276011072,Block Group 2; Census Tract 6011.07; Howard County; Maryland,78,0.07062600321027288,0.03304160429039104,0.055908562572646266,0.0,0.21910112359550563,2022
240276011081,Block Group 1; Census Tract 6011.08; Howard County; Maryland,85,0.5425997425997425,0.08672064777327934,0.052278521351179094,0.0,0.5666666666666667,2022
240276011082,Block Group 2; Census Tract 6011.08; Howard County; Maryland,65,0.4149292149292149,0.06631578947368422,0.039977692797960485,0.0,0.43333333333333335,2022
240276012031,Block Group 1; Census Tract 6012.03; Howard County; Maryland,836,0.316704057936789,0.1489100781353463,0.09733044733044732,0.0,0.774074074074074,2022
240276012032,Block Group 2; Census Tract 6012.03; Howard County; Maryland,244,0.0924351556657614,0.043461793139981456,0.02840745113472386,0.0,0.22592592592592592,2022
240276012041,Block Group 1; Census Tract 6012.04; Howard County; Maryland,221,0.5212264150943396,0.1108518556668712,0.07746898481806133,0.0,0.5212264150943396,2022
240276012042,Block Group 2; Census Tract 6012.04; Howard County; Maryland,167,0.3938679245283019,0.08376588188401579,0.058539911604598385,0.0,0.3938679245283019,2022
240276012043,Block Group 3; Census Tract 6012.04; Howard County; Maryland,36,0.08490566037735849,0.018057315855236934,0.012619382142308634,0.0,0.08490566037735849,2022
240276012051,Block Group 1; Census Tract 6012.05; Howard County; Maryland,159,0.25650241983414934,0.03629183336850401,0.11067907918606122,0.0,0.44662921348314605,2022
240276012052,Block Group 2; Census Tract 6012.05; Howard County; Maryland,59,0.09518014320889819,0.01346678093548262,0.04106959542124284,0.0,0.16573033707865167,2022
240276012053,Block Group 3; Census Tract 6012.05; Howard County; Maryland,76,0.1226049302351909,0.017347039849096257,0.05290320766126197,0.0,0.21348314606741572,2022
240276012054,Block Group 4; Census Tract 6012.05; Howard County; Maryland,62,0.10001981150765574,0.014151532508473263,0.0431578799341874,0.0,0.17415730337078653,2022
240276012061,Block Group 1; Census Tract 6012.06; Howard County; Maryland,112,0.6292134831460674,0.05325631362051354,0.10435585654917655,0.0,0.6292134831460674,2022
240276012062,Block Group 2; Census Tract 6012.06; Howard County; Maryland,66,0.3707865168539326,0.031383184812088336,0.06149541546647904,0.0,0.3707865168539326,2022
240276021001,Block Group 1; Census Tract 6021; Howard County; Maryland,32,0.00972093165735758,0.012353544260538273,0.005702343633378116,0.0,0.050156739811912224,2022
240276021002,Block Group 2; Census Tract 6021; Howard County; Maryland,208,0.06318605577282428,0.08029803769349877,0.03706523361695775,0.0,0.32601880877742945,2022
240276021003,Block Group 3; Census Tract 6021; Howard County; Maryland,33,0.010024710771650005,0.012739592518680095,0.005880541871921182,0.0,0.05172413793103448,2022
240276021004,Block Group 4; Census Tract 6021; Howard County; Maryland,365,0.11087937671673492,0.1409076142217647,0.06504235706821915,0.0,0.5721003134796239,2022
240276022011,Block Group 1; Census Tract 6022.01; Howard County; Maryland,38,0.07244318181818182,0.06228874561842764,0.03800301013941698,0.0,0.296875,2022
240276022012,Block Group 2; Census Tract 6022.01; Howard County; Maryland,90,0.17157595693779903,0.14752597646469703,0.09000712927756654,0.0,0.703125,2022
