geo_id,county_name,children_under_2,children_2_to_5,children_total_under_5,children_total_under_5,pct_non_english_home,pct_all_parents_work,pct_parents_nontraditional_hours,pct_remote_work,pct_eligible_subsidy,median_household_income,poverty_level_ratio,data_year
240276011031,Block Group 1; Census Tract 6011.03; Howard County; Maryland,158,118,276,276,0.0,0.21021569958740274,0.09699545157094501,0.0939084928631967,0.027422522195452,95811.26829268293,1.2233092263771081,2022
240276011032,Block Group 2; Census Tract 6011.03; Howard County; Maryland,53,39,92,92,0.0,0.07007189986246758,0.032331817190315,0.0313028309543989,0.009140840731817331,31937.089430894306,0.4077697421257027,2022
240276011033,Block Group 3; Census Tract 6011.03; Howard County; Maryland,71,53,124,124,0.0,0.0944447345972389,0.043577666647815864,0.042190772155928945,0.012320263595058143,43045.64227642276,0.5496026959085558,2022
240276011041,Block Group 1; Census Tract 6011.04; Howard County; Maryland,110,81,191,191,0.0,0.07261453811485608,0.08637903420940442,0.1737039282579384,0.04333562265446785,161724.3940677966,1.7776986865019988,2022
240276011042,Block Group 2; Census Tract 6011.04; Howard County; Maryland,26,19,45,45,0.0,0.017108137252191225,0.020351081358236642,0.04092500927543051,0.010209963452623316,38102.60593220339,0.4188295334690573,2022
240276011051,Block Group 1; Census Tract 6011.05; Howard County; Maryland,160,119,279,279,0.0,0.2552570432762126,0.10747840492249437,0.20937180611776826,0.06497523425606277,135749.09904153354,1.9003386527864146,2022
240276011052,Block Group 2; Census Tract 6011.05; Howard County; Maryland,20,14,34,34,0.0,0.031106593087423758,0.013097726764748418,0.025514843756287167,0.007918128905756754,16542.900958466453,0.2315824881531831,2022
240276011071,Block Group 1; Census Tract 6011.07; Howard County; Maryland,160,118,278,278,0.0,0.2517183191340495,0.1992638512204572,0.11776366657344499,0.2659436794120737,66291.28651685393,1.4873397362109775,2022
240276011072,Block Group 2; Census Tract 6011.07; Howard County; Maryland,45,33,78,78,0.0,0.07062600321027288,0.055908562572646266,0.03304160429039104,0.07461729134583363,18599.713483146068,0.4173111490088354,2022
240276011081,Block Group 1; Census Tract 6011.08; Howard County; Maryland,49,36,85,85,0.0,0.5425997425997425,0.052278521351179094,0.08672064777327934,0.09325832897261467,77119.93333333333,1.192739185417757,2022
240276011082,Block Group 2; Census Tract 6011.08; Howard County; Maryland,37,28,65,65,0.0,0.4149292149292149,0.039977692797960485,0.06631578947368422,0.07131519274376417,58974.066666666666,0.9120946712018141,2022
240276012031,Block Group 1; Census Tract 6012.03; Howard County; Maryland,480,356,836,836,0.0,0.316704057936789,0.09733044733044732,0.1489100781353463,0.1889472149314669,96937.29629629629,1.4897057521707633,2022
240276012032,Block Group 2; Census Tract 6012.03; Howard County; Maryland,140,104,244,244,0.0,0.0924351556657614,0.02840745113472386,0.043461793139981456,0.055147273257509476,28292.703703703704,0.43479450182974433,2022
240276012041,Block Group 1; Census Tract 6012.04; Howard County; Maryland,127,94,221,221,0.0,0.5212264150943396,0.07746898481806133,0.1108518556668712,0.0708867924528302,70839.8820754717,1.08159915558305,2022
240276012042,Block Group 2; Census Tract 6012.04; Howard County; Maryland,96,71,167,167,0.0,0.3938679245283019,0.058539911604598385,0.08376588188401579,0.05356603773584906,53530.589622641506,0.8173170089699969,2022
240276012043,Block Group 3; Census Tract 6012.04; Howard County; Maryland,21,15,36,36,0.0,0.08490566037735849,0.012619382142308634,0.018057315855236934,0.011547169811320755,11539.528301886792,0.17618809774203525,2022
240276012051,Block Group 1; Census Tract 6012.05; Howard County; Maryland,91,68,159,159,0.0,0.25650241983414934,0.11067907918606122,0.03629183336850401,0.05445116681071737,43302.93539325843,0.9594277071243363,2022
240276012052,Block Group 2; Census Tract 6012.05; Howard County; Maryland,34,25,59,59,0.0,0.09518014320889819,0.04106959542124284,0.01346678093548262,0.020205149948630974,16068.384831460673,0.3560140548448795,2022
